Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,cluster
3262,"With interest rates set to rise again, the housing crisis remains a vicious circle

🔎 Analysis by @Victoria_Spratt https://t.co/48Vcjzxhfg",2023-02-03 03:33:16.117573,1620831394883665921,2023-02-01 17:08:12+00:00,0.0,0.0,2.0,1.0,,,KSDPCLtd,6708,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.399476051330566,10
3263,"@VaughnPalmer Victoria and Vancouver housing prices set to accomplish the ""regionalization"" of the public service that Vander Zalm never could.",2023-02-03 03:33:16.117583,1620824647318278144,2023-02-01 16:41:24+00:00,0.0,0.0,18.0,0.0,,,CTVNewsVI,77724,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.375424832105637,2
3264,"Need advice with money, energy, welfare benefits, housing or a community care issue?

🗓️ Thursdays 10am - 3pm

📍 1 Victoria Plaza, Oxford Street, BL1 1RD https://t.co/aVWLKiQ7MU",2023-02-03 03:33:16.117608,1620815339327000582,2023-02-01 16:04:24+00:00,0.0,0.0,1.0,0.0,,,fi_redress,255,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,negative,0.402723491191864,1
3265,@Victoria_Spratt @theipaper @KojoKoram The small (possibly huge) catch here is that leasehold properties on public or community owned land might be one of the only tools we have left to end the housing crisis..,2023-02-03 03:33:16.117638,1620751996201607168,2023-02-01 11:52:42+00:00,1.0,0.0,1.0,0.0,,,VicBuilding,747,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria,neutral,0.389920234680176,5
3272,"@TheCurrentCBC Just a note that the Saunders Family Foundation hosted a gathering of the Victoria West Shore  stakeholders this past Jan 26th. A full feedback session with doctors, health care workers, municipal leaders, the business community to discuss local solutions. Happy to share notes.",2023-02-03 03:33:19.023068,1620884715803926528,2023-02-01 20:40:05+00:00,0.0,0.0,1.0,0.0,,,gmoomaw,12969,Victoria (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,Victoria,negative,0.370124071836472,9
3275,"@GhostOf_J next up 15 minute neighbourhoods.
KITCHENER — A court ruling Friday that it would violate charter rights to remove unsheltered people from 100 Victoria St. N. is sending ripples across the province and further afield.
https://t.co/OBpJDxlTI9",2023-02-03 03:33:19.023093,1620824320921731073,2023-02-01 16:40:06+00:00,0.0,0.0,0.0,0.0,,,VictoriaPlumUK,22473,Victoria (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,Victoria,neutral,0.403590470552444,2
3277,"💜🚿🛁🚽 Do you know of a deserving community project that could do with new bathroom, toilet or shower facilities? Introducing the #VictoriaPlumCommunityFoundation.
https://t.co/7r5YRxB7UG",2023-02-03 03:33:19.023109,1620791080332541956,2023-02-01 14:28:01+00:00,0.0,0.0,1.0,3.0,,,SecularSmurf,1677,Victoria (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,Victoria,negative,0.37496280670166,9
3278,"@AndreaWoo Another terrible decision by Eby and Dix. Why is BC gathering up everyone’s rejects? Victoria failed mayor who did nothing to help Victoria’s housing crisis, making it worse in charge of housing? We don’t need any more talking heads, I didn’t vote for this!",2023-02-03 03:33:21.805107,1621000605073575936,2023-02-02 04:20:35+00:00,0.0,0.0,1.0,0.0,,,papprica,833,Victoria (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,Victoria,neutral,0.394931524991989,8
3279,@Dave_Eby these are the unhoused issues ... Second stage housing and appropriate use of resources already available  https://t.co/opI5yeBfHf,2023-02-03 03:33:21.805115,1620966484674772992,2023-02-02 02:05:00+00:00,0.0,0.0,0.0,0.0,,,Needtoknow1967,102,Victoria (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,Victoria,neutral,0.385840862989426,5
3282,"Former Victoria Liberal Party president Michael Kroger says Prime Minister Anthony Albanese and the federal government seem to be “on the right track” in their push to help the Northern Territory.

https://t.co/qs6ZECNhXR",2023-02-03 03:33:25.007643,1621035099809792000,2023-02-02 06:37:39+00:00,2.0,0.0,2.0,0.0,,,SpookyLib,736,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,negative,0.342991381883621,13
3284,"""The next steps in Victoria must focus on whole-of-society prevention measures and early intervention, alongside the need to build a system that supports victim-survivors’ recovery and healing.""-@Kate_FitzGibbon on what must come after the Royal Commission https://t.co/bQMsTZ9vuQ",2023-02-03 03:33:25.007662,1621017218921398272,2023-02-02 05:26:36+00:00,0.0,1.0,8.0,3.0,,,Ode_to_Sorrow,59,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,neutral,0.362133920192719,3
3285,Victoria has implemented all 227 recommendations from its royal commission into family violence. So was it a success? https://t.co/vdm96l2B4h via @ConversationEDU,2023-02-03 03:33:25.007672,1621003860415483904,2023-02-02 04:33:31+00:00,0.0,0.0,0.0,0.0,,,agrawalji,515,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,neutral,0.383811116218567,3
3288,@VictoriaPolice Good job! Feeling sad though seeing so many tweets related to crime across Victoria.,2023-02-03 03:33:25.007703,1620974054542049280,2023-02-02 02:35:05+00:00,0.0,0.0,0.0,0.0,,,RayHarv1991,21,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,neutral,0.37016749382019,6
3289,@VictoriaPolice Looks like crime rate has gone up in Victoria. Or may be I am reading too many tweets by Vic Police 🤔,2023-02-03 03:33:25.007713,1620971521694105607,2023-02-02 02:25:01+00:00,0.0,0.0,0.0,0.0,,,TrueFactsStated,218925,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,neutral,0.382760256528854,6
3290,"The #FamilyViolence sector, Victorian Government and victim-survivors have worked hard to make some huge changes- but there's still work to do. Great summary in @ConversationEDU by @Kate_FitzGibbon &amp; @buys_rj https://t.co/jdhxc16Axp",2023-02-03 03:33:25.007721,1620971510482755591,2023-02-02 02:24:58+00:00,0.0,0.0,8.0,2.0,,,NoOneLikesVicP1,6,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,negative,0.351993888616562,3
3294,Have you heard @palmerla’s Victoria Island crime series podcasts? Fascinating. https://t.co/Frc1K4zHva 🧵 1/7 @cityportalberni 's🧡Amber Manthorne 🧡 was last seen on July 7th. When she didn't show up for work on July 8th her friends reported her as missing to @BCRCMP .... https://t.co/nPVRCC5fsU,2023-02-03 03:33:25.069015,1620934839548649475,2023-02-01 23:59:15+00:00,4.0,0.0,12.0,6.0,,,SparedSalt,24,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,negative,0.372554272413254,9
3297,"@bcndp Addiction isn't a crime but all the social problems that come with it are. Law abiding citizens are being told the WE have to accept this and just move along! This is insane. This week, I've witnessed harassment, property damage and drug induced psychosis in Victoria.",2023-02-03 03:33:25.069075,1620908635584073728,2023-02-01 22:15:08+00:00,1.0,0.0,0.0,0.0,,,manobjectifier,306,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,neutral,0.400751948356628,11
3298,"@elonmusk @OwenGregorian @ScottAdamsSays Disagree. Lived in Victoria for 10yrs.  Vice crime was always an issue. BnE, homeless, etc. Pandemic brought it to the next level. Surges in all of those numbers. Especially O.D.s. In BC, more have died to fentanyl than C19. With there continued push for the 15min cities... Yikes",2023-02-03 03:33:25.069105,1620896596094509056,2023-02-01 21:27:17+00:00,0.0,0.0,0.0,0.0,,,JaunNews,976,"Victoria (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",Victoria,neutral,0.393741846084595,11
